0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,0.999999
24,0.99999
25,0.999994
26,0.999996
27,0.999987
28,0.999998
29,0.999925
30,0.999965
31,0.99937
32,0.999897
33,0.999973
34,0.998418
35,0.999998
36,0.999998
37,0.999999
38,0.999997
39,0.999997
40,0.999992
41,0.999994
42,0.999996
43,0.999999
44,1
45,0.999962
46,0.999989
47,0.999998
48,0.999984
49,0.999984
50,1
51,0.99998
52,1
53,0.999777
54,0.999993
55,0.998041
56,0.999949
57,0.999937
58,0.999867
59,0.999964
60,1
61,0.999997
62,0.999978
63,0.999984
64,0.999999
65,0.999999
66,0.999999
67,0.99999
68,0.999998
69,0.999998
70,0.999996
71,0.999984
72,0.999994
73,0.999994
74,0.999999
75,0.999999
76,0.999999
77,0.999999
78,1
79,0.999998
80,0.999983
81,0.999999
82,0.999999
83,0.999999
84,0.999996
85,0.999998
86,0.999999
87,0.999997
88,0.999957
89,0.999999
91,0.999999
92,0.999996
93,0.999967
94,0.999998
95,0.999998
96,0.999955
97,0.999953
98,0.999996
99,1
100,0.999999
101,0.999998
102,0.999998
103,0.999998
104,1
105,0.999999
106,0.999997
107,0.999999
108,0.999999
109,0.999998
110,1
111,0.999997
112,0.999999
113,0.999999
114,0.999999
115,0.999999
116,0.999999
117,0.999998
118,0.999999
119,0.999999
120,0.999998
121,0.999998
122,0.999995
123,0.999999
124,0.999997
125,0.999998
126,0.999998
127,0.999999
128,0.999999
129,0.999999
130,0.999998
131,0.999998
132,0.999999
133,0.999999
134,0.999999
135,0.999999
136,0.999999
137,0.999997
138,0.999999
139,0.999996
140,0.999999
141,0.999999
142,0.999994
143,0.999999
144,0.999999
145,0.999998
146,0.999997
147,0.999997
148,0.999996
149,0.999997
150,0.999997
151,0.999996
152,0.999998
153,0.999998
154,0.999998
155,0.999999
156,0.999997
157,0.999999
158,0.999999
159,0.999997
160,0.999999
161,0.999999
162,0.999998
163,0.999998
164,0.999998
165,0.999998
166,0.999999
167,0.999999
168,0.999999
169,0.999999
170,0.999999
171,0.999999
172,0.999999
173,0.999999
174,1
175,0.999999
176,0.999999
177,0.999999
178,1
179,0.999999
180,0.999999
181,0.999999
182,0.999999
183,1
184,1
185,0.999999
186,1
187,0.999999
188,1
189,0.999999
190,1
191,0.999998
192,0.999547
193,0.999999
195,1
196,0.999999
197,1
198,0.999999
199,0.999998
200,1
201,0.999981
202,1
203,0.99998
204,0.999999
205,0.999963
206,0.999999
207,0.999995
208,0.999999
209,0.999999
210,0.999999
211,0.999934
212,0.999998
213,0.999999
214,0.999999
215,0.999999
216,0.999999
217,0.999997
218,0.999999
219,0.999972
220,0.999999
221,0.999996
222,0.999995
223,0.999999
224,0.999998
225,0.999983
226,0.999998
227,0.999918
228,0.999992
229,0.999995
230,0.999997
231,0.999993
232,0.999999
233,1
234,0.999994
235,0.999999
236,0.999986
237,0.999977
238,0.999995
239,0.999991
240,0.999996
241,0.999989
242,0.999947
243,0.999995
244,0.999999
245,0.99993
246,0.999979
247,0.999998
248,0.999987
249,0.999991
250,0.999998
251,0.999992
252,0.999997
253,0.999934
254,0.999871
255,1
256,1
257,0.999976
258,0.999985
259,0.999991
260,0.999993
261,0.999787
262,0.999986
263,0.999987
264,0.999997
265,0.999975
266,0.999994
267,0.99995
268,0.999998
269,0.999999
270,0.999781
271,0.999994
272,0.999916
273,0.999979
274,0.999983
275,0.999574
276,1
277,1
278,1
279,0.999987
280,0.999986
281,0.999984
282,0.999921
283,0.999999
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,0.999974
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,0.999999
326,0.999686
327,1
328,0.999998
329,0.99999
330,0.999995
331,0.999936
332,0.999358
333,0.999991
334,0.999995
335,0.999997
336,0.999992
337,0.999866
338,0.999995
339,0.999999
340,0.999983
341,0.999917
342,0.999825
343,0.999966
344,0.999999
345,0.999992
346,0.999984
347,0.999974
348,1
349,0.999939
350,0.999989
351,1
352,0.99924
353,0.999998
354,0.999996
355,0.999989
356,0.999997
357,0.999997
358,0.999998
359,0.999917
360,0.999996
361,0.999999
362,0.999997
363,0.999995
364,0.999998
365,0.999998
366,0.999999
367,0.999996
368,0.999999
369,0.999999
370,0.999999
371,0.999994
372,0.999998
373,0.999999
374,0.999997
375,0.999999
376,0.999999
377,0.999997
378,0.999998
379,0.999998
380,0.999997
381,0.999999
382,0.999998
383,0.999997
384,0.999998
385,0.999999
386,0.999998
387,0.999998
388,0.999999
389,0.999998
390,0.999999
391,0.999999
392,0.999998
393,0.999998
394,0.999999
395,0.999995
396,0.999999
397,0.999999
398,0.999997
399,0.999999
400,0.999998
401,0.999997
402,0.999996
403,0.999996
404,0.999997
405,0.999999
406,0.999999
407,0.999999
408,0.999998
409,0.999999
410,0.999999
411,0.999998
412,0.999997
413,0.999995
414,0.999996
415,0.999998
416,0.999998
417,0.999998
418,0.999998
419,0.999998
420,0.999998
421,0.999998
422,0.999998
423,0.999997
424,0.999999
425,0.999998
426,0.999999
427,0.999999
428,0.999999
429,0.999999
430,0.999999
431,0.999999
432,0.999999
433,0.999999
434,0.999999
435,0.999999
436,0.999999
437,0.999999
438,0.999997
439,0.999999
440,0.999953
441,0.999996
442,0.999999
443,0.999997
444,0.999998
445,0.999998
446,0.999998
447,0.999997
448,0.999997
449,0.999996
450,0.999997
451,0.999996
452,0.999943
453,0.99999
454,0.999997
455,1
456,0.999998
457,0.999999
458,0.999999
459,0.999996
460,0.999998
461,0.999999
462,0.999997
463,0.999998
464,0.999999
465,0.999998
466,0.999999
467,0.999999
468,0.999953
469,0.999998
470,0.999998
471,0.999999
472,0.999954
473,0.999999
474,0.999999
475,0.999999
476,0.999997
477,0.999999
478,0.999997
479,0.999998
480,0.999999
481,0.999999
482,0.999998
483,1
484,0.999998
485,0.999999
486,0.999999
487,0.999965
488,0.999998
489,0.999999
490,1
491,1
492,0.999999
493,0.999999
494,1
495,0.999999
496,1
497,0.999999
498,0.999999
499,0.999998
500,0.999998
501,0.999999
502,0.999999
503,0.999999
504,0.999998
505,1
506,0.999999
507,0.999999
508,0.999998
